,measure_year,measure_month,measure_day,lobith_waterlevel
19765,1824.0,11.0,13.0,1516.0
19766,1824.0,11.0,14.0,1531.0
19767,1824.0,11.0,15.0,1545.0
19768,1824.0,11.0,16.0,1550.0
19769,1824.0,11.0,17.0,1566.0
19770,1824.0,11.0,18.0,1579.0
19771,1824.0,11.0,19.0,1579.0
19772,1824.0,11.0,20.0,1566.0
19773,1824.0,11.0,21.0,1542.0
19774,1824.0,11.0,22.0,1521.0
19775,1824.0,11.0,23.0,1501.0
19776,1824.0,11.0,24.0,1474.0
19777,1824.0,11.0,25.0,1453.0
19778,1824.0,11.0,26.0,1457.0
19779,1824.0,11.0,27.0,1472.0
19780,1824.0,11.0,28.0,1464.0
19781,1824.0,11.0,29.0,1480.0
19782,1824.0,11.0,30.0,1461.0
19783,1824.0,12.0,1.0,1446.0
19784,1824.0,12.0,2.0,1433.0
19785,1824.0,12.0,3.0,1419.0
19786,1824.0,12.0,4.0,1406.0
19787,1824.0,12.0,5.0,1406.0
20605,1827.0,3.0,3.0,1464.0
20606,1827.0,3.0,4.0,1472.0
20607,1827.0,3.0,5.0,1492.0
20608,1827.0,3.0,6.0,1507.0
20609,1827.0,3.0,7.0,1497.0
20610,1827.0,3.0,8.0,1487.0
20611,1827.0,3.0,9.0,1466.0
20612,1827.0,3.0,10.0,1446.0
20613,1827.0,3.0,11.0,1427.0
20614,1827.0,3.0,12.0,1402.0
20615,1827.0,3.0,13.0,1374.0
20625,1827.0,3.0,23.0,1478.0
20626,1827.0,3.0,24.0,1476.0
20627,1827.0,3.0,25.0,1480.0
20628,1827.0,3.0,26.0,1484.0
20629,1827.0,3.0,27.0,1479.0
20630,1827.0,3.0,28.0,1457.0
20631,1827.0,3.0,29.0,1437.0
20632,1827.0,3.0,30.0,1414.0
20633,1827.0,3.0,31.0,1414.0
21537,1829.0,9.0,20.0,1356.0
21538,1829.0,9.0,21.0,1390.0
21539,1829.0,9.0,22.0,1402.0
21540,1829.0,9.0,23.0,1395.0
21541,1829.0,9.0,24.0,1380.0
21542,1829.0,9.0,25.0,1362.0
21543,1829.0,9.0,26.0,1345.0
21544,1829.0,9.0,27.0,1331.0
21545,1829.0,9.0,28.0,1331.0
21685,1830.0,2.0,15.0,1424.0
21686,1830.0,2.0,16.0,1402.0
21689,1830.0,2.0,19.0,1372.0
21696,1830.0,2.0,26.0,1502.0
21697,1830.0,2.0,27.0,1612.0
21698,1830.0,2.0,28.0,1557.0
21699,1830.0,3.0,1.0,1520.0
21701,1830.0,3.0,3.0,1497.0
21702,1830.0,3.0,4.0,1467.0
21703,1830.0,3.0,5.0,1467.0
22067,1831.0,3.0,4.0,1355.0
22068,1831.0,3.0,5.0,1441.0
22069,1831.0,3.0,6.0,1493.0
22070,1831.0,3.0,7.0,1517.0
22071,1831.0,3.0,8.0,1540.0
22072,1831.0,3.0,9.0,1547.0
22073,1831.0,3.0,10.0,1557.0
22074,1831.0,3.0,11.0,1552.0
22075,1831.0,3.0,12.0,1527.0
22076,1831.0,3.0,13.0,1498.0
22077,1831.0,3.0,14.0,1466.0
22078,1831.0,3.0,15.0,1439.0
22079,1831.0,3.0,16.0,1412.0
22080,1831.0,3.0,17.0,1398.0
22081,1831.0,3.0,18.0,1432.0
22082,1831.0,3.0,19.0,1462.0
22083,1831.0,3.0,20.0,1473.0
22084,1831.0,3.0,21.0,1475.0
22085,1831.0,3.0,22.0,1475.0
22187,1831.0,7.0,2.0,1350.0
22188,1831.0,7.0,3.0,1374.0
22189,1831.0,7.0,4.0,1394.0
22190,1831.0,7.0,5.0,1403.0
22191,1831.0,7.0,6.0,1418.0
22332,1831.0,11.0,24.0,1418.0
22333,1831.0,11.0,25.0,1473.0
22334,1831.0,11.0,26.0,1481.0
22335,1831.0,11.0,27.0,1474.0
22336,1831.0,11.0,28.0,1466.0
22350,1831.0,12.0,12.0,1377.0
22351,1831.0,12.0,13.0,1405.0
22352,1831.0,12.0,14.0,1405.0
22383,1832.0,1.0,14.0,1373.0
22384,1832.0,1.0,15.0,1432.0
22385,1832.0,1.0,16.0,1459.0
22386,1832.0,1.0,17.0,1459.0
22780,1833.0,2.0,14.0,1371.0
22781,1833.0,2.0,15.0,1377.0
22782,1833.0,2.0,16.0,1459.0
22783,1833.0,2.0,17.0,1405.0
22784,1833.0,2.0,18.0,1405.0
23077,1833.0,12.0,8.0,1300.0
23078,1833.0,12.0,9.0,1322.0
23079,1833.0,12.0,10.0,1345.0
23080,1833.0,12.0,11.0,1398.0
23081,1833.0,12.0,12.0,1460.0
23082,1833.0,12.0,13.0,1474.0
23083,1833.0,12.0,14.0,1479.0
23084,1833.0,12.0,15.0,1484.0
23085,1833.0,12.0,16.0,1490.0
23086,1833.0,12.0,17.0,1496.0
23087,1833.0,12.0,18.0,1502.0
23092,1833.0,12.0,23.0,1517.0
23093,1833.0,12.0,24.0,1530.0
23094,1833.0,12.0,25.0,1538.0
23095,1833.0,12.0,26.0,1553.0
23096,1833.0,12.0,27.0,1560.0
23097,1833.0,12.0,28.0,1564.0
23098,1833.0,12.0,29.0,1572.0
23099,1833.0,12.0,30.0,1570.0
23100,1833.0,12.0,31.0,1567.0
23101,1834.0,1.0,1.0,1557.0
23102,1834.0,1.0,2.0,1560.0
23103,1834.0,1.0,3.0,1564.0
23104,1834.0,1.0,4.0,1567.0
23105,1834.0,1.0,5.0,1572.0
23106,1834.0,1.0,6.0,1572.0
23107,1834.0,1.0,7.0,1577.0
23108,1834.0,1.0,8.0,1572.0
23109,1834.0,1.0,9.0,1560.0
23110,1834.0,1.0,10.0,1542.0
23111,1834.0,1.0,11.0,1514.0
23112,1834.0,1.0,12.0,1487.0
23113,1834.0,1.0,13.0,1457.0
23114,1834.0,1.0,14.0,1425.0
23118,1834.0,1.0,18.0,1352.0
23119,1834.0,1.0,19.0,1340.0
23120,1834.0,1.0,20.0,1360.0
23121,1834.0,1.0,21.0,1391.0
23122,1834.0,1.0,22.0,1418.0
23123,1834.0,1.0,23.0,1456.0
23124,1834.0,1.0,24.0,1479.0
23125,1834.0,1.0,25.0,1499.0
23126,1834.0,1.0,26.0,1514.0
23127,1834.0,1.0,27.0,1532.0
23128,1834.0,1.0,28.0,1534.0
23129,1834.0,1.0,29.0,1527.0
23130,1834.0,1.0,30.0,1522.0
23131,1834.0,1.0,31.0,1505.0
23132,1834.0,2.0,1.0,1505.0
23845,1836.0,1.0,15.0,1292.0
23846,1836.0,1.0,16.0,1302.0
23847,1836.0,1.0,17.0,1252.0
23848,1836.0,1.0,18.0,1190.0
23899,1836.0,3.0,9.0,1289.0
23900,1836.0,3.0,10.0,1300.0
23901,1836.0,3.0,11.0,1296.0
23902,1836.0,3.0,12.0,1287.0
23906,1836.0,3.0,16.0,1273.0
23907,1836.0,3.0,17.0,1379.0
23908,1836.0,3.0,18.0,1429.0
23909,1836.0,3.0,19.0,1416.0
23910,1836.0,3.0,20.0,1376.0
23911,1836.0,3.0,21.0,1340.0
23912,1836.0,3.0,22.0,1340.0
24164,1836.0,11.0,29.0,1300.0
24165,1836.0,11.0,30.0,1374.0
24166,1836.0,12.0,1.0,1419.0
24167,1836.0,12.0,2.0,1443.0
24168,1836.0,12.0,3.0,1455.0
24169,1836.0,12.0,4.0,1459.0
24170,1836.0,12.0,5.0,1461.0
24171,1836.0,12.0,6.0,1476.0
24172,1836.0,12.0,7.0,1492.0
24173,1836.0,12.0,8.0,1497.0
24174,1836.0,12.0,9.0,1500.0
24175,1836.0,12.0,10.0,1500.0
24176,1836.0,12.0,11.0,1505.0
24177,1836.0,12.0,12.0,1519.0
24178,1836.0,12.0,13.0,1532.0
24179,1836.0,12.0,14.0,1535.0
24180,1836.0,12.0,15.0,1528.0
24181,1836.0,12.0,16.0,1494.0
24182,1836.0,12.0,17.0,1462.0
24183,1836.0,12.0,18.0,1446.0
24184,1836.0,12.0,19.0,1440.0
24185,1836.0,12.0,20.0,1433.0
24186,1836.0,12.0,21.0,1419.0
24187,1836.0,12.0,22.0,1396.0
24188,1836.0,12.0,23.0,1369.0
24223,1837.0,1.0,27.0,1365.0
24224,1837.0,1.0,28.0,1365.0
24554,1837.0,12.0,24.0,1362.0
24555,1837.0,12.0,25.0,1382.0
24556,1837.0,12.0,26.0,1405.0
24557,1837.0,12.0,27.0,1426.0
24558,1837.0,12.0,28.0,1438.0
24559,1837.0,12.0,29.0,1423.0
24560,1837.0,12.0,30.0,1401.0
24561,1837.0,12.0,31.0,1385.0
24562,1838.0,1.0,1.0,1385.0
24943,1839.0,1.0,17.0,1374.0
24944,1839.0,1.0,18.0,1397.0
24945,1839.0,1.0,19.0,1392.0
24946,1839.0,1.0,20.0,1362.0
24951,1839.0,1.0,25.0,1397.0
24952,1839.0,1.0,26.0,1406.0
24953,1839.0,1.0,27.0,1386.0
24969,1839.0,2.0,12.0,1395.0
24970,1839.0,2.0,13.0,1406.0
24971,1839.0,2.0,14.0,1388.0
24972,1839.0,2.0,15.0,1367.0
24982,1839.0,2.0,25.0,1392.0
24983,1839.0,2.0,26.0,1460.0
24984,1839.0,2.0,27.0,1484.0
24985,1839.0,2.0,28.0,1495.0
24986,1839.0,3.0,1.0,1488.0
24987,1839.0,3.0,2.0,1478.0
24988,1839.0,3.0,3.0,1452.0
24989,1839.0,3.0,4.0,1412.0
24990,1839.0,3.0,5.0,1412.0
25289,1839.0,12.0,29.0,1362.0
25290,1839.0,12.0,30.0,1397.0
25291,1839.0,12.0,31.0,1441.0
25292,1840.0,1.0,1.0,1458.0
25293,1840.0,1.0,2.0,1459.0
25294,1840.0,1.0,3.0,1442.0
25295,1840.0,1.0,4.0,1412.0
25296,1840.0,1.0,5.0,1374.0
25315,1840.0,1.0,24.0,1362.0
25316,1840.0,1.0,25.0,1390.0
25317,1840.0,1.0,26.0,1413.0
25318,1840.0,1.0,27.0,1404.0
25319,1840.0,1.0,28.0,1394.0
25320,1840.0,1.0,29.0,1432.0
25321,1840.0,1.0,30.0,1452.0
25322,1840.0,1.0,31.0,1469.0
25323,1840.0,2.0,1.0,1479.0
25324,1840.0,2.0,2.0,1470.0
25325,1840.0,2.0,3.0,1452.0
25326,1840.0,2.0,4.0,1439.0
25327,1840.0,2.0,5.0,1432.0
25328,1840.0,2.0,6.0,1412.0
25329,1840.0,2.0,7.0,1412.0
25611,1840.0,11.0,15.0,1368.0
25612,1840.0,11.0,16.0,1387.0
25613,1840.0,11.0,17.0,1380.0
25614,1840.0,11.0,18.0,1379.0
25615,1840.0,11.0,19.0,1396.0
25616,1840.0,11.0,20.0,1418.0
25617,1840.0,11.0,21.0,1430.0
25618,1840.0,11.0,22.0,1447.0
25619,1840.0,11.0,23.0,1462.0
25620,1840.0,11.0,24.0,1472.0
25621,1840.0,11.0,25.0,1470.0
25622,1840.0,11.0,26.0,1452.0
25623,1840.0,11.0,27.0,1427.0
25624,1840.0,11.0,28.0,1542.0
25673,1841.0,1.0,16.0,1657.0
25674,1841.0,1.0,17.0,1622.0
25675,1841.0,1.0,18.0,1548.0
25676,1841.0,1.0,19.0,1526.0
25677,1841.0,1.0,20.0,1550.0
25678,1841.0,1.0,21.0,1559.0
25679,1841.0,1.0,22.0,1544.0
25680,1841.0,1.0,23.0,1512.0
25681,1841.0,1.0,24.0,1475.0
25682,1841.0,1.0,25.0,1412.0
25701,1841.0,2.0,13.0,1427.0
25702,1841.0,2.0,14.0,1420.0
25703,1841.0,2.0,15.0,1427.0
25704,1841.0,2.0,16.0,1439.0
25705,1841.0,2.0,17.0,1464.0
25706,1841.0,2.0,18.0,1399.0
25707,1841.0,2.0,19.0,1399.0
25949,1841.0,10.0,19.0,1362.0
25950,1841.0,10.0,20.0,1380.0
25951,1841.0,10.0,21.0,1380.0
26002,1841.0,12.0,11.0,1382.0
26003,1841.0,12.0,12.0,1414.0
26004,1841.0,12.0,13.0,1449.0
26005,1841.0,12.0,14.0,1460.0
26006,1841.0,12.0,15.0,1474.0
26007,1841.0,12.0,16.0,1483.0
26008,1841.0,12.0,17.0,1476.0
26009,1841.0,12.0,18.0,1453.0
26010,1841.0,12.0,19.0,1429.0
26011,1841.0,12.0,20.0,1406.0
26012,1841.0,12.0,21.0,1381.0
26115,1842.0,4.0,3.0,1405.0
26116,1842.0,4.0,4.0,1442.0
26117,1842.0,4.0,5.0,1470.0
26118,1842.0,4.0,6.0,1482.0
26119,1842.0,4.0,7.0,1466.0
26120,1842.0,4.0,8.0,1432.0
26121,1842.0,4.0,9.0,1432.0
26401,1843.0,1.0,14.0,1362.0
26402,1843.0,1.0,15.0,1394.0
26403,1843.0,1.0,16.0,1395.0
26404,1843.0,1.0,17.0,1378.0
26418,1843.0,1.0,31.0,1388.0
26419,1843.0,2.0,1.0,1438.0
26420,1843.0,2.0,2.0,1460.0
26421,1843.0,2.0,3.0,1456.0
26422,1843.0,2.0,4.0,1455.0
26423,1843.0,2.0,5.0,1453.0
26424,1843.0,2.0,6.0,1448.0
26425,1843.0,2.0,7.0,1427.0
26426,1843.0,2.0,8.0,1427.0
26811,1844.0,2.0,28.0,1442.0
26812,1844.0,2.0,29.0,1508.0
26813,1844.0,3.0,1.0,1554.0
26814,1844.0,3.0,2.0,1577.0
26815,1844.0,3.0,3.0,1575.0
26816,1844.0,3.0,4.0,1552.0
26817,1844.0,3.0,5.0,1532.0
26818,1844.0,3.0,6.0,1527.0
26819,1844.0,3.0,7.0,1537.0
26820,1844.0,3.0,8.0,1536.0
26821,1844.0,3.0,9.0,1519.0
26822,1844.0,3.0,10.0,1494.0
26823,1844.0,3.0,11.0,1459.0
26824,1844.0,3.0,12.0,1427.0
26825,1844.0,3.0,13.0,1427.0
26826,1844.0,3.0,14.0,1452.0
26827,1844.0,3.0,15.0,1469.0
26828,1844.0,3.0,16.0,1468.0
26829,1844.0,3.0,17.0,1449.0
26830,1844.0,3.0,18.0,1427.0
26831,1844.0,3.0,19.0,1414.0
26832,1844.0,3.0,20.0,1400.0
26833,1844.0,3.0,21.0,1380.0
26834,1844.0,3.0,22.0,1362.0
26842,1844.0,3.0,30.0,1372.0
26843,1844.0,3.0,31.0,1372.0
26988,1844.0,8.0,23.0,1364.0
26989,1844.0,8.0,24.0,1364.0
27072,1844.0,11.0,15.0,1372.0
27073,1844.0,11.0,16.0,1436.0
27074,1844.0,11.0,17.0,1411.0
27075,1844.0,11.0,18.0,1368.0
27181,1845.0,3.0,4.0,1390.0
27182,1845.0,3.0,5.0,1387.0
27183,1845.0,3.0,6.0,1383.0
27184,1845.0,3.0,7.0,1372.0
27200,1845.0,3.0,23.0,1410.0
27201,1845.0,3.0,24.0,1432.0
27202,1845.0,3.0,25.0,1477.0
27203,1845.0,3.0,26.0,1583.0
27204,1845.0,3.0,27.0,1527.0
27205,1845.0,3.0,28.0,1450.0
27206,1845.0,3.0,29.0,1482.0
27207,1845.0,3.0,30.0,1538.0
27208,1845.0,3.0,31.0,1589.0
27209,1845.0,4.0,1.0,1617.0
27210,1845.0,4.0,2.0,1632.0
27211,1845.0,4.0,3.0,1630.0
27212,1845.0,4.0,4.0,1630.0
27213,1845.0,4.0,5.0,1575.0
27214,1845.0,4.0,6.0,1537.0
27215,1845.0,4.0,7.0,1487.0
27216,1845.0,4.0,8.0,1434.0
27217,1845.0,4.0,9.0,1395.0
27218,1845.0,4.0,10.0,1395.0
27473,1845.0,12.0,21.0,1363.0
27474,1845.0,12.0,22.0,1402.0
27475,1845.0,12.0,23.0,1429.0
27476,1845.0,12.0,24.0,1434.0
27477,1845.0,12.0,25.0,1415.0
27478,1845.0,12.0,26.0,1381.0
27482,1845.0,12.0,30.0,1419.0
27483,1845.0,12.0,31.0,1493.0
27484,1846.0,1.0,1.0,1515.0
27485,1846.0,1.0,2.0,1532.0
27486,1846.0,1.0,3.0,1530.0
27487,1846.0,1.0,4.0,1519.0
27488,1846.0,1.0,5.0,1496.0
27489,1846.0,1.0,6.0,1454.0
27490,1846.0,1.0,7.0,1405.0
27509,1846.0,1.0,26.0,1411.0
27510,1846.0,1.0,27.0,1459.0
27511,1846.0,1.0,28.0,1517.0
27512,1846.0,1.0,29.0,1562.0
27513,1846.0,1.0,30.0,1584.0
27514,1846.0,1.0,31.0,1586.0
27515,1846.0,2.0,1.0,1574.0
27516,1846.0,2.0,2.0,1571.0
27517,1846.0,2.0,3.0,1568.0
27518,1846.0,2.0,4.0,1559.0
27519,1846.0,2.0,5.0,1548.0
27520,1846.0,2.0,6.0,1534.0
27521,1846.0,2.0,7.0,1520.0
27522,1846.0,2.0,8.0,1516.0
27523,1846.0,2.0,9.0,1515.0
27524,1846.0,2.0,10.0,1529.0
27525,1846.0,2.0,11.0,1547.0
27526,1846.0,2.0,12.0,1549.0
27527,1846.0,2.0,13.0,1532.0
27528,1846.0,2.0,14.0,1498.0
27529,1846.0,2.0,15.0,1461.0
27530,1846.0,2.0,16.0,1434.0
27531,1846.0,2.0,17.0,1411.0
27532,1846.0,2.0,18.0,1388.0
27533,1846.0,2.0,19.0,1388.0
27580,1846.0,4.0,7.0,1392.0
27581,1846.0,4.0,8.0,1446.0
27582,1846.0,4.0,9.0,1482.0
27583,1846.0,4.0,10.0,1496.0
27584,1846.0,4.0,11.0,1504.0
27585,1846.0,4.0,12.0,1488.0
27586,1846.0,4.0,13.0,1451.0
27587,1846.0,4.0,14.0,1412.0
27588,1846.0,4.0,15.0,1412.0
27898,1847.0,2.0,19.0,1349.0
27899,1847.0,2.0,20.0,1439.0
27900,1847.0,2.0,21.0,1484.0
27901,1847.0,2.0,22.0,1511.0
27902,1847.0,2.0,23.0,1514.0
27903,1847.0,2.0,24.0,1493.0
27904,1847.0,2.0,25.0,1455.0
27905,1847.0,2.0,26.0,1455.0
27952,1847.0,4.0,14.0,1372.0
27953,1847.0,4.0,15.0,1378.0
27954,1847.0,4.0,16.0,1363.0
27961,1847.0,4.0,23.0,1362.0
27962,1847.0,4.0,24.0,1377.0
27963,1847.0,4.0,25.0,1387.0
27964,1847.0,4.0,26.0,1385.0
27965,1847.0,4.0,27.0,1385.0
28254,1848.0,2.0,10.0,1362.0
28255,1848.0,2.0,11.0,1378.0
28256,1848.0,2.0,12.0,1391.0
28257,1848.0,2.0,13.0,1400.0
28258,1848.0,2.0,14.0,1401.0
28274,1848.0,3.0,1.0,1408.0
28275,1848.0,3.0,2.0,1435.0
28276,1848.0,3.0,3.0,1443.0
28277,1848.0,3.0,4.0,1461.0
28278,1848.0,3.0,5.0,1480.0
28279,1848.0,3.0,6.0,1475.0
28280,1848.0,3.0,7.0,1436.0
28281,1848.0,3.0,8.0,1383.0
28287,1848.0,3.0,14.0,1412.0
28288,1848.0,3.0,15.0,1428.0
28289,1848.0,3.0,16.0,1411.0
28290,1848.0,3.0,17.0,1411.0
28293,1848.0,3.0,20.0,1378.0
28294,1848.0,3.0,21.0,1367.0
28328,1848.0,4.0,24.0,1416.0
28329,1848.0,4.0,25.0,1465.0
28330,1848.0,4.0,26.0,1495.0
28331,1848.0,4.0,27.0,1482.0
28332,1848.0,4.0,28.0,1446.0
28333,1848.0,4.0,29.0,1412.0
28334,1848.0,4.0,30.0,1412.0
28595,1849.0,1.0,16.0,1380.0
28596,1849.0,1.0,17.0,1438.0
28597,1849.0,1.0,18.0,1460.0
28598,1849.0,1.0,19.0,1474.0
28599,1849.0,1.0,20.0,1473.0
28600,1849.0,1.0,21.0,1466.0
28601,1849.0,1.0,22.0,1431.0
28602,1849.0,1.0,23.0,1431.0
28934,1849.0,12.0,21.0,1362.0
28935,1849.0,12.0,22.0,1394.0
28936,1849.0,12.0,23.0,1389.0
28937,1849.0,12.0,24.0,1362.0
28971,1850.0,1.0,27.0,1362.0
28972,1850.0,1.0,28.0,1394.0
28973,1850.0,1.0,29.0,1389.0
28974,1850.0,1.0,30.0,1362.0
28975,1850.0,1.0,31.0,1591.0
28976,1850.0,2.0,1.0,1610.0
28977,1850.0,2.0,2.0,1612.0
28978,1850.0,2.0,3.0,1585.0
28979,1850.0,2.0,4.0,1535.0
28980,1850.0,2.0,5.0,1583.0
28981,1850.0,2.0,6.0,1597.0
28982,1850.0,2.0,7.0,1611.0
28983,1850.0,2.0,8.0,1622.0
28984,1850.0,2.0,9.0,1630.0
28985,1850.0,2.0,10.0,1603.0
28986,1850.0,2.0,11.0,1584.0
28987,1850.0,2.0,12.0,1562.0
28988,1850.0,2.0,13.0,1531.0
28989,1850.0,2.0,14.0,1506.0
28990,1850.0,2.0,15.0,1481.0
28991,1850.0,2.0,16.0,1460.0
28992,1850.0,2.0,17.0,1447.0
28993,1850.0,2.0,18.0,1448.0
28994,1850.0,2.0,19.0,1448.0
28995,1850.0,2.0,20.0,1451.0
28996,1850.0,2.0,21.0,1445.0
28997,1850.0,2.0,22.0,1426.0
28998,1850.0,2.0,23.0,1410.0
28999,1850.0,2.0,24.0,1393.0
29000,1850.0,2.0,25.0,1376.0
29001,1850.0,2.0,26.0,1376.0
29298,1850.0,12.0,20.0,1370.0
29299,1850.0,12.0,21.0,1392.0
29300,1850.0,12.0,22.0,1400.0
29301,1850.0,12.0,23.0,1400.0
29391,1851.0,3.0,23.0,1362.0
29392,1851.0,3.0,24.0,1399.0
29393,1851.0,3.0,25.0,1382.0
29400,1851.0,4.0,1.0,1432.0
29401,1851.0,4.0,2.0,1489.0
29402,1851.0,4.0,3.0,1513.0
29403,1851.0,4.0,4.0,1522.0
29404,1851.0,4.0,5.0,1509.0
29405,1851.0,4.0,6.0,1487.0
29406,1851.0,4.0,7.0,1458.0
29407,1851.0,4.0,8.0,1426.0
29408,1851.0,4.0,9.0,1396.0
29409,1851.0,4.0,10.0,1365.0
29529,1851.0,8.0,8.0,1363.0
29530,1851.0,8.0,9.0,1376.0
29531,1851.0,8.0,10.0,1376.0
29693,1852.0,1.0,19.0,1386.0
29694,1852.0,1.0,20.0,1407.0
29695,1852.0,1.0,21.0,1399.0
29696,1852.0,1.0,22.0,1386.0
29697,1852.0,1.0,23.0,1364.0
29712,1852.0,2.0,7.0,1378.0
29713,1852.0,2.0,8.0,1479.0
29714,1852.0,2.0,9.0,1524.0
29715,1852.0,2.0,10.0,1544.0
29716,1852.0,2.0,11.0,1531.0
29717,1852.0,2.0,12.0,1487.0
29718,1852.0,2.0,13.0,1434.0
29719,1852.0,2.0,14.0,1434.0
30057,1853.0,1.0,17.0,1409.0
30058,1853.0,1.0,18.0,1402.0
30059,1853.0,1.0,19.0,1378.0
30060,1853.0,1.0,20.0,1377.0
30061,1853.0,1.0,21.0,1374.0
30065,1853.0,1.0,25.0,1372.0
30066,1853.0,1.0,26.0,1372.0
30157,1853.0,4.0,27.0,1364.0
30158,1853.0,4.0,28.0,1398.0
30159,1853.0,4.0,29.0,1396.0
30160,1853.0,4.0,30.0,1396.0
30416,1854.0,1.0,11.0,1379.0
30417,1854.0,1.0,12.0,1493.0
30418,1854.0,1.0,13.0,1434.0
30419,1854.0,1.0,14.0,1408.0
30420,1854.0,1.0,15.0,1408.0
30745,1854.0,12.0,6.0,1387.0
30746,1854.0,12.0,7.0,1407.0
30747,1854.0,12.0,8.0,1386.0
30757,1854.0,12.0,18.0,1404.0
30758,1854.0,12.0,19.0,1441.0
30759,1854.0,12.0,20.0,1435.0
30760,1854.0,12.0,21.0,1419.0
30761,1854.0,12.0,22.0,1401.0
30762,1854.0,12.0,23.0,1383.0
30763,1854.0,12.0,24.0,1387.0
30764,1854.0,12.0,25.0,1457.0
30765,1854.0,12.0,26.0,1478.0
30766,1854.0,12.0,27.0,1479.0
30767,1854.0,12.0,28.0,1489.0
30768,1854.0,12.0,29.0,1493.0
30769,1854.0,12.0,30.0,1488.0
30770,1854.0,12.0,31.0,1464.0
30771,1855.0,1.0,1.0,1429.0
30772,1855.0,1.0,2.0,1401.0
30773,1855.0,1.0,3.0,1379.0
30800,1855.0,1.0,30.0,1392.0
30801,1855.0,1.0,31.0,1381.0
30808,1855.0,2.0,7.0,1375.0
30809,1855.0,2.0,8.0,1419.0
30810,1855.0,2.0,9.0,1441.0
30811,1855.0,2.0,10.0,1469.0
30812,1855.0,2.0,11.0,1469.0
30813,1855.0,2.0,12.0,1485.0
30814,1855.0,2.0,13.0,1491.0
30815,1855.0,2.0,14.0,1477.0
30816,1855.0,2.0,15.0,1448.0
30817,1855.0,2.0,16.0,1414.0
30818,1855.0,2.0,17.0,1385.0
30831,1855.0,3.0,2.0,1407.0
30832,1855.0,3.0,3.0,1513.0
30833,1855.0,3.0,4.0,1578.0
30834,1855.0,3.0,5.0,1625.0
30835,1855.0,3.0,6.0,1559.0
30836,1855.0,3.0,7.0,1536.0
30837,1855.0,3.0,8.0,1520.0
30838,1855.0,3.0,9.0,1507.0
30839,1855.0,3.0,10.0,1481.0
30840,1855.0,3.0,11.0,1439.0
30841,1855.0,3.0,12.0,1439.0
31163,1856.0,1.0,28.0,1390.0
31164,1856.0,1.0,29.0,1411.0
31165,1856.0,1.0,30.0,1421.0
31166,1856.0,1.0,31.0,1411.0
31167,1856.0,2.0,1.0,1411.0
32663,1860.0,3.0,7.0,1371.0
32664,1860.0,3.0,8.0,1370.0
32686,1860.0,3.0,30.0,1372.0
32687,1860.0,3.0,31.0,1409.0
32688,1860.0,4.0,1.0,1454.0
32689,1860.0,4.0,2.0,1470.0
32690,1860.0,4.0,3.0,1470.0
32691,1860.0,4.0,4.0,1474.0
32692,1860.0,4.0,5.0,1484.0
32693,1860.0,4.0,6.0,1493.0
32694,1860.0,4.0,7.0,1469.0
32695,1860.0,4.0,8.0,1427.0
32696,1860.0,4.0,9.0,1427.0
32887,1860.0,10.0,17.0,1376.0
32889,1860.0,10.0,19.0,1365.0
32966,1861.0,1.0,4.0,1423.0
32967,1861.0,1.0,5.0,1465.0
32968,1861.0,1.0,6.0,1488.0
32969,1861.0,1.0,7.0,1489.0
32970,1861.0,1.0,8.0,1462.0
32971,1861.0,1.0,9.0,1429.0
32972,1861.0,1.0,10.0,1429.0
32973,1861.0,1.0,11.0,1489.0
32974,1861.0,1.0,12.0,1492.0
32975,1861.0,1.0,13.0,1485.0
32976,1861.0,1.0,14.0,1480.0
32977,1861.0,1.0,15.0,1467.0
32978,1861.0,1.0,16.0,1458.0
32979,1861.0,1.0,17.0,1442.0
32980,1861.0,1.0,18.0,1426.0
32981,1861.0,1.0,19.0,1418.0
32982,1861.0,1.0,20.0,1417.0
32983,1861.0,1.0,21.0,1414.0
32984,1861.0,1.0,22.0,1406.0
32985,1861.0,1.0,23.0,1407.0
32986,1861.0,1.0,24.0,1415.0
32987,1861.0,1.0,25.0,1415.0
32988,1861.0,1.0,26.0,1435.0
32989,1861.0,1.0,27.0,1457.0
32990,1861.0,1.0,28.0,1468.0
32991,1861.0,1.0,29.0,1618.0
32992,1861.0,1.0,30.0,1651.0
32993,1861.0,1.0,31.0,1649.0
32994,1861.0,2.0,1.0,1501.0
32995,1861.0,2.0,2.0,1458.0
32996,1861.0,2.0,3.0,1393.0
33045,1861.0,3.0,24.0,1388.0
33046,1861.0,3.0,25.0,1401.0
33047,1861.0,3.0,26.0,1401.0
33342,1862.0,1.0,15.0,1379.0
33343,1862.0,1.0,16.0,1382.0
33360,1862.0,2.0,2.0,1408.0
33361,1862.0,2.0,3.0,1484.0
33362,1862.0,2.0,4.0,1533.0
33363,1862.0,2.0,5.0,1568.0
33364,1862.0,2.0,6.0,1591.0
33365,1862.0,2.0,7.0,1587.0
33366,1862.0,2.0,8.0,1565.0
33367,1862.0,2.0,9.0,1533.0
33368,1862.0,2.0,10.0,1471.0
33369,1862.0,2.0,11.0,1471.0
34453,1865.0,1.0,30.0,1368.0
34454,1865.0,1.0,31.0,1368.0
34789,1866.0,1.0,1.0,970.0
34790,1866.0,1.0,2.0,969.0
34791,1866.0,1.0,3.0,970.0
34792,1866.0,1.0,4.0,971.0
