,measure_year,measure_month,measure_day,lobith_waterlevel
76549,1980.0,5.0,3.0,1054.0
76550,1980.0,5.0,4.0,1037.0
76551,1980.0,5.0,5.0,1044.0
76552,1980.0,5.0,6.0,1072.0
76553,1980.0,5.0,7.0,1078.0
76554,1980.0,5.0,8.0,1070.0
76555,1980.0,5.0,9.0,1060.0
76556,1980.0,5.0,10.0,1051.0
76557,1980.0,5.0,11.0,1040.0
76558,1980.0,5.0,12.0,1038.0
76559,1980.0,5.0,13.0,1049.0
76560,1980.0,5.0,14.0,1048.0
76561,1980.0,5.0,15.0,1036.0
76562,1980.0,5.0,16.0,1018.0
76563,1980.0,5.0,17.0,1007.0
76564,1980.0,5.0,18.0,1000.0
76565,1980.0,5.0,19.0,995.0
76566,1980.0,5.0,20.0,993.0
76567,1980.0,5.0,21.0,985.0
76568,1980.0,5.0,22.0,975.0
76569,1980.0,5.0,23.0,970.0
76570,1980.0,5.0,24.0,962.0
76571,1980.0,5.0,25.0,959.0
76572,1980.0,5.0,26.0,956.0
76573,1980.0,5.0,27.0,953.0
76574,1980.0,5.0,28.0,952.0
76575,1980.0,5.0,29.0,949.0
76576,1980.0,5.0,30.0,955.0
76577,1980.0,5.0,31.0,965.0
76578,1980.0,6.0,1.0,971.0
76579,1980.0,6.0,2.0,979.0
76580,1980.0,6.0,3.0,987.0
76581,1980.0,6.0,4.0,983.0
76582,1980.0,6.0,5.0,972.0
76583,1980.0,6.0,6.0,984.0
76584,1980.0,6.0,7.0,1004.0
76585,1980.0,6.0,8.0,1002.0
76586,1980.0,6.0,9.0,998.0
76587,1980.0,6.0,10.0,998.0
76588,1980.0,6.0,11.0,999.0
76589,1980.0,6.0,12.0,1010.0
76590,1980.0,6.0,13.0,1028.0
76591,1980.0,6.0,14.0,1045.0
76592,1980.0,6.0,15.0,1050.0
76593,1980.0,6.0,16.0,1046.0
76594,1980.0,6.0,17.0,1046.0
76595,1980.0,6.0,18.0,1047.0
76596,1980.0,6.0,19.0,1053.0
76597,1980.0,6.0,20.0,1062.0
76598,1980.0,6.0,21.0,1063.0
76599,1980.0,6.0,22.0,1064.0
76600,1980.0,6.0,23.0,1065.0
76601,1980.0,6.0,24.0,1065.0
76602,1980.0,6.0,25.0,1070.0
76603,1980.0,6.0,26.0,1072.0
76604,1980.0,6.0,27.0,1074.0
76605,1980.0,6.0,28.0,1076.0
76606,1980.0,6.0,29.0,1070.0
76607,1980.0,6.0,30.0,1074.0
76608,1980.0,7.0,1.0,1106.0
76609,1980.0,7.0,2.0,1153.0
76610,1980.0,7.0,3.0,1200.0
76611,1980.0,7.0,4.0,1253.0
76612,1980.0,7.0,5.0,1294.0
76613,1980.0,7.0,6.0,1309.0
76614,1980.0,7.0,7.0,1304.0
76615,1980.0,7.0,8.0,1287.0
76616,1980.0,7.0,9.0,1257.0
76617,1980.0,7.0,10.0,1230.0
76618,1980.0,7.0,11.0,1216.0
76619,1980.0,7.0,12.0,1236.0
76620,1980.0,7.0,13.0,1290.0
76621,1980.0,7.0,14.0,1325.0
76622,1980.0,7.0,15.0,1338.0
76623,1980.0,7.0,16.0,1335.0
76624,1980.0,7.0,17.0,1354.0
76625,1980.0,7.0,18.0,1383.0
76626,1980.0,7.0,19.0,1396.0
76627,1980.0,7.0,20.0,1387.0
76628,1980.0,7.0,21.0,1387.0
76629,1980.0,7.0,22.0,1411.0
76630,1980.0,7.0,23.0,1438.0
76631,1980.0,7.0,24.0,1440.0
76632,1980.0,7.0,25.0,1407.0
76633,1980.0,7.0,26.0,1366.0
76634,1980.0,7.0,27.0,1325.0
76635,1980.0,7.0,28.0,1283.0
76636,1980.0,7.0,29.0,1247.0
76637,1980.0,7.0,30.0,1224.0
76638,1980.0,7.0,31.0,1215.0
76639,1980.0,8.0,1.0,1205.0
76640,1980.0,8.0,2.0,1184.0
76641,1980.0,8.0,3.0,1166.0
76642,1980.0,8.0,4.0,1153.0
76643,1980.0,8.0,5.0,1143.0
76644,1980.0,8.0,6.0,1128.0
76645,1980.0,8.0,7.0,1108.0
76646,1980.0,8.0,8.0,1090.0
76647,1980.0,8.0,9.0,1075.0
76648,1980.0,8.0,10.0,1064.0
76649,1980.0,8.0,11.0,1057.0
76650,1980.0,8.0,12.0,1057.0
76651,1980.0,8.0,13.0,1063.0
76652,1980.0,8.0,14.0,1061.0
76653,1980.0,8.0,15.0,1057.0
76654,1980.0,8.0,16.0,1049.0
76655,1980.0,8.0,17.0,1045.0
76656,1980.0,8.0,18.0,1050.0
76657,1980.0,8.0,19.0,1086.0
76658,1980.0,8.0,20.0,1096.0
76659,1980.0,8.0,21.0,1082.0
76660,1980.0,8.0,22.0,1070.0
76661,1980.0,8.0,23.0,1061.0
76662,1980.0,8.0,24.0,1042.0
76663,1980.0,8.0,25.0,1022.0
76664,1980.0,8.0,26.0,1014.0
76665,1980.0,8.0,27.0,1003.0
76666,1980.0,8.0,28.0,992.0
76667,1980.0,8.0,29.0,983.0
76668,1980.0,8.0,30.0,975.0
76669,1980.0,8.0,31.0,976.0
76670,1980.0,9.0,1.0,979.0
76671,1980.0,9.0,2.0,982.0
76672,1980.0,9.0,3.0,981.0
76673,1980.0,9.0,4.0,974.0
76674,1980.0,9.0,5.0,970.0
76675,1980.0,9.0,6.0,968.0
76676,1980.0,9.0,7.0,959.0
76677,1980.0,9.0,8.0,955.0
76678,1980.0,9.0,9.0,958.0
76679,1980.0,9.0,10.0,975.0
76680,1980.0,9.0,11.0,966.0
76681,1980.0,9.0,12.0,961.0
76682,1980.0,9.0,13.0,958.0
76683,1980.0,9.0,14.0,958.0
76684,1980.0,9.0,15.0,952.0
76685,1980.0,9.0,16.0,954.0
76686,1980.0,9.0,17.0,952.0
76687,1980.0,9.0,18.0,947.0
76688,1980.0,9.0,19.0,940.0
76689,1980.0,9.0,20.0,934.0
76690,1980.0,9.0,21.0,924.0
76691,1980.0,9.0,22.0,916.0
76692,1980.0,9.0,23.0,915.0
76693,1980.0,9.0,24.0,911.0
76694,1980.0,9.0,25.0,905.0
76695,1980.0,9.0,26.0,901.0
76696,1980.0,9.0,27.0,910.0
76697,1980.0,9.0,28.0,905.0
76698,1980.0,9.0,29.0,900.0
76699,1980.0,9.0,30.0,897.0
76700,1980.0,10.0,1.0,893.0
76701,1980.0,10.0,2.0,890.0
76702,1980.0,10.0,3.0,883.0
76703,1980.0,10.0,4.0,880.0
76704,1980.0,10.0,5.0,874.0
76705,1980.0,10.0,6.0,870.0
76706,1980.0,10.0,7.0,871.0
76707,1980.0,10.0,8.0,882.0
76708,1980.0,10.0,9.0,881.0
76709,1980.0,10.0,10.0,881.0
76710,1980.0,10.0,11.0,890.0
76711,1980.0,10.0,12.0,898.0
76712,1980.0,10.0,13.0,898.0
76713,1980.0,10.0,14.0,910.0
76714,1980.0,10.0,15.0,924.0
76715,1980.0,10.0,16.0,928.0
76716,1980.0,10.0,17.0,936.0
76717,1980.0,10.0,18.0,937.0
76718,1980.0,10.0,19.0,932.0
76719,1980.0,10.0,20.0,928.0
76720,1980.0,10.0,21.0,929.0
76721,1980.0,10.0,22.0,952.0
76722,1980.0,10.0,23.0,982.0
76723,1980.0,10.0,24.0,995.0
76724,1980.0,10.0,25.0,984.0
76725,1980.0,10.0,26.0,981.0
76726,1980.0,10.0,27.0,999.0
76727,1980.0,10.0,28.0,1013.0
76728,1980.0,10.0,29.0,1020.0
76729,1980.0,10.0,30.0,1018.0
76730,1980.0,10.0,31.0,1005.0
76731,1980.0,11.0,1.0,990.0
76732,1980.0,11.0,2.0,971.0
76733,1980.0,11.0,3.0,961.0
76734,1980.0,11.0,4.0,953.0
76735,1980.0,11.0,5.0,944.0
76736,1980.0,11.0,6.0,937.0
76737,1980.0,11.0,7.0,933.0
76738,1980.0,11.0,8.0,929.0
76739,1980.0,11.0,9.0,922.0
76740,1980.0,11.0,10.0,916.0
76741,1980.0,11.0,11.0,913.0
76742,1980.0,11.0,12.0,909.0
76743,1980.0,11.0,13.0,904.0
76744,1980.0,11.0,14.0,903.0
76745,1980.0,11.0,15.0,897.0
76746,1980.0,11.0,16.0,904.0
76747,1980.0,11.0,17.0,914.0
76748,1980.0,11.0,18.0,945.0
76749,1980.0,11.0,19.0,1006.0
76750,1980.0,11.0,20.0,1040.0
76751,1980.0,11.0,21.0,1046.0
76752,1980.0,11.0,22.0,1033.0
76753,1980.0,11.0,23.0,1010.0
76754,1980.0,11.0,24.0,985.0
76755,1980.0,11.0,25.0,965.0
76756,1980.0,11.0,26.0,949.0
76757,1980.0,11.0,27.0,939.0
76758,1980.0,11.0,28.0,934.0
76759,1980.0,11.0,29.0,936.0
76760,1980.0,11.0,30.0,944.0
76761,1980.0,12.0,1.0,942.0
76762,1980.0,12.0,2.0,940.0
76763,1980.0,12.0,3.0,936.0
76764,1980.0,12.0,4.0,925.0
76765,1980.0,12.0,5.0,919.0
76766,1980.0,12.0,6.0,918.0
76767,1980.0,12.0,7.0,926.0
76768,1980.0,12.0,8.0,931.0
76769,1980.0,12.0,9.0,970.0
76770,1980.0,12.0,10.0,1007.0
76771,1980.0,12.0,11.0,1000.0
76772,1980.0,12.0,12.0,972.0
76773,1980.0,12.0,13.0,958.0
76774,1980.0,12.0,14.0,955.0
76775,1980.0,12.0,15.0,967.0
76776,1980.0,12.0,16.0,1046.0
76777,1980.0,12.0,17.0,1180.0
76778,1980.0,12.0,18.0,1274.0
76779,1980.0,12.0,19.0,1308.0
76780,1980.0,12.0,20.0,1288.0
76781,1980.0,12.0,21.0,1243.0
76782,1980.0,12.0,22.0,1206.0
76783,1980.0,12.0,23.0,1180.0
76784,1980.0,12.0,24.0,1178.0
76785,1980.0,12.0,25.0,1170.0
76786,1980.0,12.0,26.0,1168.0
76787,1980.0,12.0,27.0,1160.0
76788,1980.0,12.0,28.0,1149.0
76789,1980.0,12.0,29.0,1133.0
76790,1980.0,12.0,30.0,1120.0
76791,1980.0,12.0,31.0,1100.0
76792,1981.0,1.0,1.0,1072.8
76793,1981.0,1.0,2.0,1054.6
76794,1981.0,1.0,3.0,1061.5
76795,1981.0,1.0,4.0,1118.3
76796,1981.0,1.0,5.0,1201.7
76797,1981.0,1.0,6.0,1291.7
76798,1981.0,1.0,7.0,1338.2
76799,1981.0,1.0,8.0,1329.2
76800,1981.0,1.0,9.0,1286.8
76801,1981.0,1.0,10.0,1238.8
76802,1981.0,1.0,11.0,1197.8
76803,1981.0,1.0,12.0,1163.4
76804,1981.0,1.0,13.0,1140.6
76805,1981.0,1.0,14.0,1118.9
76806,1981.0,1.0,15.0,1111.8
76807,1981.0,1.0,16.0,1119.0
76808,1981.0,1.0,17.0,1126.4
76809,1981.0,1.0,18.0,1152.8
76810,1981.0,1.0,19.0,1174.3
76811,1981.0,1.0,20.0,1218.8
76812,1981.0,1.0,21.0,1257.8
76813,1981.0,1.0,22.0,1270.0
76814,1981.0,1.0,23.0,1263.2
76815,1981.0,1.0,24.0,1233.7
76816,1981.0,1.0,25.0,1190.4
76817,1981.0,1.0,26.0,1149.6
76818,1981.0,1.0,27.0,1121.4
76819,1981.0,1.0,28.0,1096.8
76820,1981.0,1.0,29.0,1075.6
76821,1981.0,1.0,30.0,1057.3
76822,1981.0,1.0,31.0,1041.6
76823,1981.0,2.0,1.0,1024.8
76824,1981.0,2.0,2.0,1007.0
76825,1981.0,2.0,3.0,995.9
76826,1981.0,2.0,4.0,990.6
76827,1981.0,2.0,5.0,1005.7
76828,1981.0,2.0,6.0,1065.2
76829,1981.0,2.0,7.0,1159.7
76830,1981.0,2.0,8.0,1217.4
76831,1981.0,2.0,9.0,1265.0
76832,1981.0,2.0,10.0,1339.6
76833,1981.0,2.0,11.0,1383.1
76834,1981.0,2.0,12.0,1379.4
76835,1981.0,2.0,13.0,1350.3
76836,1981.0,2.0,14.0,1313.6
76837,1981.0,2.0,15.0,1267.1
76838,1981.0,2.0,16.0,1210.2
76839,1981.0,2.0,17.0,1161.9
76840,1981.0,2.0,18.0,1124.5
76841,1981.0,2.0,19.0,1094.6
76842,1981.0,2.0,20.0,1069.9
76843,1981.0,2.0,21.0,1049.4
76844,1981.0,2.0,22.0,1031.0
76845,1981.0,2.0,23.0,1015.6
76846,1981.0,2.0,24.0,1004.9
76847,1981.0,2.0,25.0,989.6
76848,1981.0,2.0,26.0,979.3
76849,1981.0,2.0,27.0,970.6
76850,1981.0,2.0,28.0,960.0
76851,1981.0,3.0,1.0,952.4
76852,1981.0,3.0,2.0,946.1
76853,1981.0,3.0,3.0,949.3
76854,1981.0,3.0,4.0,965.8
76855,1981.0,3.0,5.0,989.4
76856,1981.0,3.0,6.0,1012.8
76857,1981.0,3.0,7.0,1028.0
76858,1981.0,3.0,8.0,1033.7
76859,1981.0,3.0,9.0,1042.2
76860,1981.0,3.0,10.0,1110.9
76861,1981.0,3.0,11.0,1246.9
76862,1981.0,3.0,12.0,1365.6
76863,1981.0,3.0,13.0,1412.4
76864,1981.0,3.0,14.0,1422.8
76865,1981.0,3.0,15.0,1428.2
76866,1981.0,3.0,16.0,1443.6
76867,1981.0,3.0,17.0,1448.8
76868,1981.0,3.0,18.0,1429.1
76869,1981.0,3.0,19.0,1393.0
76870,1981.0,3.0,20.0,1353.1
76871,1981.0,3.0,21.0,1312.9
76872,1981.0,3.0,22.0,1275.4
76873,1981.0,3.0,23.0,1239.6
76874,1981.0,3.0,24.0,1215.0
76875,1981.0,3.0,25.0,1198.3
76876,1981.0,3.0,26.0,1203.9
76877,1981.0,3.0,27.0,1220.8
76878,1981.0,3.0,28.0,1252.8
76879,1981.0,3.0,29.0,1288.2
76880,1981.0,3.0,30.0,1296.0
76881,1981.0,3.0,31.0,1280.7
76882,1981.0,4.0,1.0,1253.4
76883,1981.0,4.0,2.0,1223.6
76884,1981.0,4.0,3.0,1201.5
76885,1981.0,4.0,4.0,1185.5
76886,1981.0,4.0,5.0,1172.5
76887,1981.0,4.0,6.0,1162.5
76888,1981.0,4.0,7.0,1155.2
76889,1981.0,4.0,8.0,1143.2
76890,1981.0,4.0,9.0,1137.2
76891,1981.0,4.0,10.0,1132.9
76892,1981.0,4.0,11.0,1126.1
76893,1981.0,4.0,12.0,1119.0
76894,1981.0,4.0,13.0,1104.9
76895,1981.0,4.0,14.0,1101.7
76896,1981.0,4.0,15.0,1093.2
76897,1981.0,4.0,16.0,1084.2
76898,1981.0,4.0,17.0,1074.7
76899,1981.0,4.0,18.0,1062.9
76900,1981.0,4.0,19.0,1054.6
76901,1981.0,4.0,20.0,1051.5
76902,1981.0,4.0,21.0,1048.9
76903,1981.0,4.0,22.0,1041.0
76904,1981.0,4.0,23.0,1029.2
76905,1981.0,4.0,24.0,1018.0
76906,1981.0,4.0,25.0,1008.8
76907,1981.0,4.0,26.0,996.8
76908,1981.0,4.0,27.0,985.9
76909,1981.0,4.0,28.0,980.0
76910,1981.0,4.0,29.0,991.8
76911,1981.0,4.0,30.0,1038.4
76912,1981.0,5.0,1.0,1071.4
76913,1981.0,5.0,2.0,1082.8
76914,1981.0,5.0,3.0,1079.8
76915,1981.0,5.0,4.0,1077.4
76916,1981.0,5.0,5.0,1080.0
76917,1981.0,5.0,6.0,1081.0
76918,1981.0,5.0,7.0,1073.4
76919,1981.0,5.0,8.0,1058.9
76920,1981.0,5.0,9.0,1049.6
76921,1981.0,5.0,10.0,1039.5
76922,1981.0,5.0,11.0,1025.4
76923,1981.0,5.0,12.0,1017.4
76924,1981.0,5.0,13.0,1011.5
76925,1981.0,5.0,14.0,1003.0
76926,1981.0,5.0,15.0,998.1
76927,1981.0,5.0,16.0,992.3
76928,1981.0,5.0,17.0,988.7
76929,1981.0,5.0,18.0,984.2
76930,1981.0,5.0,19.0,978.3
76931,1981.0,5.0,20.0,974.2
76932,1981.0,5.0,21.0,970.2
76933,1981.0,5.0,22.0,964.5
76934,1981.0,5.0,23.0,956.9
76935,1981.0,5.0,24.0,947.8
76936,1981.0,5.0,25.0,944.7
76937,1981.0,5.0,26.0,943.8
76938,1981.0,5.0,27.0,945.0
76939,1981.0,5.0,28.0,954.2
76940,1981.0,5.0,29.0,975.8
76941,1981.0,5.0,30.0,1041.5
76942,1981.0,5.0,31.0,1099.3
76943,1981.0,6.0,1.0,1121.1
76944,1981.0,6.0,2.0,1114.9
76945,1981.0,6.0,3.0,1101.2
76946,1981.0,6.0,4.0,1084.4
76947,1981.0,6.0,5.0,1095.9
76948,1981.0,6.0,6.0,1145.4
76949,1981.0,6.0,7.0,1179.2
76950,1981.0,6.0,8.0,1170.8
76951,1981.0,6.0,9.0,1137.1
76952,1981.0,6.0,10.0,1104.1
76953,1981.0,6.0,11.0,1082.1
76954,1981.0,6.0,12.0,1068.5
76955,1981.0,6.0,13.0,1072.7
76956,1981.0,6.0,14.0,1065.4
76957,1981.0,6.0,15.0,1049.2
76958,1981.0,6.0,16.0,1034.6
76959,1981.0,6.0,17.0,1023.9
76960,1981.0,6.0,18.0,1018.8
76961,1981.0,6.0,19.0,1012.2
76962,1981.0,6.0,20.0,1003.8
76963,1981.0,6.0,21.0,997.6
76964,1981.0,6.0,22.0,990.6
76965,1981.0,6.0,23.0,991.0
76966,1981.0,6.0,24.0,989.2
76967,1981.0,6.0,25.0,986.0
76968,1981.0,6.0,26.0,982.9
76969,1981.0,6.0,27.0,978.5
76970,1981.0,6.0,28.0,968.4
76971,1981.0,6.0,29.0,969.6
76972,1981.0,6.0,30.0,1037.2
76973,1981.0,7.0,1.0,1095.3
76974,1981.0,7.0,2.0,1104.2
76975,1981.0,7.0,3.0,1076.5
76976,1981.0,7.0,4.0,1052.6
76977,1981.0,7.0,5.0,1024.0
76978,1981.0,7.0,6.0,1005.6
76979,1981.0,7.0,7.0,996.6
76980,1981.0,7.0,8.0,993.0
76981,1981.0,7.0,9.0,985.8
76982,1981.0,7.0,10.0,974.0
76983,1981.0,7.0,11.0,969.2
76984,1981.0,7.0,12.0,962.4
76985,1981.0,7.0,13.0,958.6
76986,1981.0,7.0,14.0,957.5
76987,1981.0,7.0,15.0,958.2
76988,1981.0,7.0,16.0,965.8
76989,1981.0,7.0,17.0,974.7
76990,1981.0,7.0,18.0,968.9
76991,1981.0,7.0,19.0,962.3
76992,1981.0,7.0,20.0,958.8
76993,1981.0,7.0,21.0,961.6
76994,1981.0,7.0,22.0,981.3
76995,1981.0,7.0,23.0,1019.4
76996,1981.0,7.0,24.0,1060.2
76997,1981.0,7.0,25.0,1081.7
76998,1981.0,7.0,26.0,1096.6
76999,1981.0,7.0,27.0,1103.1
77000,1981.0,7.0,28.0,1101.8
77001,1981.0,7.0,29.0,1106.8
77002,1981.0,7.0,30.0,1116.2
77003,1981.0,7.0,31.0,1115.1
77004,1981.0,8.0,1.0,1106.1
77005,1981.0,8.0,2.0,1091.6
77006,1981.0,8.0,3.0,1087.6
77007,1981.0,8.0,4.0,1074.0
77008,1981.0,8.0,5.0,1057.3
77009,1981.0,8.0,6.0,1041.7
77010,1981.0,8.0,7.0,1027.5
77011,1981.0,8.0,8.0,1014.0
77012,1981.0,8.0,9.0,998.4
77013,1981.0,8.0,10.0,991.3
77014,1981.0,8.0,11.0,1009.6
77015,1981.0,8.0,12.0,1087.6
77016,1981.0,8.0,13.0,1163.4
77017,1981.0,8.0,14.0,1168.6
77018,1981.0,8.0,15.0,1137.1
77019,1981.0,8.0,16.0,1096.0
77020,1981.0,8.0,17.0,1057.1
77021,1981.0,8.0,18.0,1030.5
77022,1981.0,8.0,19.0,1007.8
77023,1981.0,8.0,20.0,995.5
77024,1981.0,8.0,21.0,997.5
77025,1981.0,8.0,22.0,991.7
77026,1981.0,8.0,23.0,985.7
77027,1981.0,8.0,24.0,979.0
77028,1981.0,8.0,25.0,976.9
77029,1981.0,8.0,26.0,977.0
77030,1981.0,8.0,27.0,968.6
77031,1981.0,8.0,28.0,960.7
77032,1981.0,8.0,29.0,953.2
77033,1981.0,8.0,30.0,943.0
77034,1981.0,8.0,31.0,931.8
77035,1981.0,9.0,1.0,924.6
77036,1981.0,9.0,2.0,917.0
77037,1981.0,9.0,3.0,911.8
77038,1981.0,9.0,4.0,914.2
77039,1981.0,9.0,5.0,916.6
77040,1981.0,9.0,6.0,922.0
77041,1981.0,9.0,7.0,921.8
77042,1981.0,9.0,8.0,912.6
77043,1981.0,9.0,9.0,905.5
77044,1981.0,9.0,10.0,896.0
77045,1981.0,9.0,11.0,889.7
77046,1981.0,9.0,12.0,892.0
77047,1981.0,9.0,13.0,900.9
77048,1981.0,9.0,14.0,905.9
77049,1981.0,9.0,15.0,906.2
77050,1981.0,9.0,16.0,905.1
77051,1981.0,9.0,17.0,906.2
77052,1981.0,9.0,18.0,914.6
77053,1981.0,9.0,19.0,925.4
77054,1981.0,9.0,20.0,924.8
77055,1981.0,9.0,21.0,927.2
77056,1981.0,9.0,22.0,931.7
77057,1981.0,9.0,23.0,936.0
77058,1981.0,9.0,24.0,951.4
77059,1981.0,9.0,25.0,971.6
77060,1981.0,9.0,26.0,979.6
77061,1981.0,9.0,27.0,975.6
77062,1981.0,9.0,28.0,969.0
77063,1981.0,9.0,29.0,968.4
77064,1981.0,9.0,30.0,969.5
77065,1981.0,10.0,1.0,974.8
77066,1981.0,10.0,2.0,986.6
77067,1981.0,10.0,3.0,1023.3
77068,1981.0,10.0,4.0,1060.4
77069,1981.0,10.0,5.0,1064.3
77070,1981.0,10.0,6.0,1063.0
77071,1981.0,10.0,7.0,1071.9
77072,1981.0,10.0,8.0,1083.8
77073,1981.0,10.0,9.0,1089.0
77074,1981.0,10.0,10.0,1071.8
77075,1981.0,10.0,11.0,1050.3
77076,1981.0,10.0,12.0,1059.3
77077,1981.0,10.0,13.0,1105.4
77078,1981.0,10.0,14.0,1163.9
77079,1981.0,10.0,15.0,1197.8
77080,1981.0,10.0,16.0,1204.0
77081,1981.0,10.0,17.0,1235.8
77082,1981.0,10.0,18.0,1328.0
77083,1981.0,10.0,19.0,1390.0
77084,1981.0,10.0,20.0,1409.4
77085,1981.0,10.0,21.0,1386.4
77086,1981.0,10.0,22.0,1360.6
77087,1981.0,10.0,23.0,1334.1
77088,1981.0,10.0,24.0,1309.1
77089,1981.0,10.0,25.0,1289.5
77090,1981.0,10.0,26.0,1275.4
77091,1981.0,10.0,27.0,1266.0
77092,1981.0,10.0,28.0,1247.8
77093,1981.0,10.0,29.0,1226.5
77094,1981.0,10.0,30.0,1211.2
77095,1981.0,10.0,31.0,1200.6
77096,1981.0,11.0,1.0,1205.5
77097,1981.0,11.0,2.0,1218.6
77098,1981.0,11.0,3.0,1246.9
77099,1981.0,11.0,4.0,1276.9
77100,1981.0,11.0,5.0,1278.7
77101,1981.0,11.0,6.0,1251.8
77102,1981.0,11.0,7.0,1217.2
77103,1981.0,11.0,8.0,1184.2
77104,1981.0,11.0,9.0,1154.0
77105,1981.0,11.0,10.0,1132.6
77106,1981.0,11.0,11.0,1113.2
77107,1981.0,11.0,12.0,1095.6
77108,1981.0,11.0,13.0,1078.4
77109,1981.0,11.0,14.0,1064.8
77110,1981.0,11.0,15.0,1060.6
77111,1981.0,11.0,16.0,1055.3
77112,1981.0,11.0,17.0,1051.7
77113,1981.0,11.0,18.0,1042.4
77114,1981.0,11.0,19.0,1032.4
77115,1981.0,11.0,20.0,1030.4
77116,1981.0,11.0,21.0,1030.0
77117,1981.0,11.0,22.0,1034.7
77118,1981.0,11.0,23.0,1046.0
77119,1981.0,11.0,24.0,1057.2
77120,1981.0,11.0,25.0,1049.4
77121,1981.0,11.0,26.0,1038.4
77122,1981.0,11.0,27.0,1040.5
77123,1981.0,11.0,28.0,1065.5
77124,1981.0,11.0,29.0,1106.6
77125,1981.0,11.0,30.0,1145.4
77126,1981.0,12.0,1.0,1202.6
77127,1981.0,12.0,2.0,1263.3
77128,1981.0,12.0,3.0,1328.7
77129,1981.0,12.0,4.0,1370.2
77130,1981.0,12.0,5.0,1380.6
77131,1981.0,12.0,6.0,1380.5
77132,1981.0,12.0,7.0,1369.1
77133,1981.0,12.0,8.0,1352.5
77134,1981.0,12.0,9.0,1341.7
77135,1981.0,12.0,10.0,1365.3
77136,1981.0,12.0,11.0,1426.0
77137,1981.0,12.0,12.0,1456.5
77138,1981.0,12.0,13.0,1452.9
77139,1981.0,12.0,14.0,1437.6
77140,1981.0,12.0,15.0,1439.0
77141,1981.0,12.0,16.0,1431.2
77142,1981.0,12.0,17.0,1410.9
77143,1981.0,12.0,18.0,1395.2
77144,1981.0,12.0,19.0,1394.7
77145,1981.0,12.0,20.0,1402.2
77146,1981.0,12.0,21.0,1397.7
77147,1981.0,12.0,22.0,1376.8
77148,1981.0,12.0,23.0,1344.5
77149,1981.0,12.0,24.0,1306.8
77150,1981.0,12.0,25.0,1276.1
77151,1981.0,12.0,26.0,1258.2
77152,1981.0,12.0,27.0,1254.1
77153,1981.0,12.0,28.0,1257.2
77154,1981.0,12.0,29.0,1240.4
77155,1981.0,12.0,30.0,1212.5
77156,1981.0,12.0,31.0,1215.0
77157,1982.0,1.0,1.0,1281.4
77158,1982.0,1.0,2.0,1390.0
77159,1982.0,1.0,3.0,1465.9
77160,1982.0,1.0,4.0,1480.8
77161,1982.0,1.0,5.0,1463.3
77162,1982.0,1.0,6.0,1451.6
77163,1982.0,1.0,7.0,1475.3
77164,1982.0,1.0,8.0,1508.4
77165,1982.0,1.0,9.0,1522.6
77166,1982.0,1.0,10.0,1520.8
77167,1982.0,1.0,11.0,1497.2
77168,1982.0,1.0,12.0,1469.6
77169,1982.0,1.0,13.0,1443.6
77170,1982.0,1.0,14.0,1423.7
77171,1982.0,1.0,15.0,1409.7
77172,1982.0,1.0,16.0,1386.8
77173,1982.0,1.0,17.0,1355.5
77174,1982.0,1.0,18.0,1322.3
77175,1982.0,1.0,19.0,1290.5
77176,1982.0,1.0,20.0,1259.4
77177,1982.0,1.0,21.0,1230.0
77178,1982.0,1.0,22.0,1203.6
77179,1982.0,1.0,23.0,1182.5
77180,1982.0,1.0,24.0,1165.6
77181,1982.0,1.0,25.0,1152.5
77182,1982.0,1.0,26.0,1149.2
77183,1982.0,1.0,27.0,1144.6
77184,1982.0,1.0,28.0,1139.6
77185,1982.0,1.0,29.0,1144.3
77186,1982.0,1.0,30.0,1181.4
77187,1982.0,1.0,31.0,1239.4
77188,1982.0,2.0,1.0,1344.4
77189,1982.0,2.0,2.0,1441.1
77190,1982.0,2.0,3.0,1482.8
77191,1982.0,2.0,4.0,1483.4
77192,1982.0,2.0,5.0,1453.7
77193,1982.0,2.0,6.0,1405.6
77194,1982.0,2.0,7.0,1344.3
77195,1982.0,2.0,8.0,1286.9
77196,1982.0,2.0,9.0,1247.0
77197,1982.0,2.0,10.0,1220.0
77198,1982.0,2.0,11.0,1205.3
77199,1982.0,2.0,12.0,1192.7
77200,1982.0,2.0,13.0,1179.3
77201,1982.0,2.0,14.0,1161.2
77202,1982.0,2.0,15.0,1148.8
77203,1982.0,2.0,16.0,1141.1
77204,1982.0,2.0,17.0,1135.0
77205,1982.0,2.0,18.0,1128.0
77206,1982.0,2.0,19.0,1118.0
77207,1982.0,2.0,20.0,1101.0
77208,1982.0,2.0,21.0,1083.8
77209,1982.0,2.0,22.0,1071.1
77210,1982.0,2.0,23.0,1060.2
77211,1982.0,2.0,24.0,1048.6
77212,1982.0,2.0,25.0,1038.6
77213,1982.0,2.0,26.0,1029.8
77214,1982.0,2.0,27.0,1022.6
77215,1982.0,2.0,28.0,1012.9
77216,1982.0,3.0,1.0,1005.9
77217,1982.0,3.0,2.0,1006.1
77218,1982.0,3.0,3.0,1005.0
77219,1982.0,3.0,4.0,1029.9
77220,1982.0,3.0,5.0,1097.4
77221,1982.0,3.0,6.0,1142.0
77222,1982.0,3.0,7.0,1146.4
77223,1982.0,3.0,8.0,1127.4
77224,1982.0,3.0,9.0,1102.4
