,measure_year,measure_month,measure_day
13853,1808.0,9.0,6.0
13854,1808.0,9.0,7.0
13855,1808.0,9.0,8.0
13856,1808.0,9.0,9.0
13857,1808.0,9.0,10.0
13858,1808.0,9.0,11.0
13859,1808.0,9.0,12.0
13860,1808.0,9.0,13.0
13861,1808.0,9.0,14.0
13862,1808.0,9.0,15.0
13863,1808.0,9.0,16.0
13864,1808.0,9.0,17.0
13865,1808.0,9.0,18.0
13866,1808.0,9.0,19.0
13867,1808.0,9.0,20.0
13868,1808.0,9.0,21.0
13869,1808.0,9.0,22.0
13870,1808.0,9.0,23.0
13871,1808.0,9.0,24.0
13872,1808.0,9.0,25.0
13873,1808.0,9.0,26.0
13874,1808.0,9.0,27.0
13875,1808.0,9.0,28.0
13876,1808.0,9.0,29.0
13877,1808.0,9.0,30.0
13878,1808.0,10.0,1.0
13879,1808.0,10.0,2.0
13880,1808.0,10.0,3.0
13881,1808.0,10.0,4.0
13882,1808.0,10.0,5.0
13883,1808.0,10.0,6.0
13884,1808.0,10.0,7.0
13885,1808.0,10.0,8.0
13886,1808.0,10.0,9.0
13887,1808.0,10.0,10.0
13888,1808.0,10.0,11.0
13889,1808.0,10.0,12.0
13890,1808.0,10.0,13.0
13891,1808.0,10.0,14.0
13892,1808.0,10.0,15.0
13893,1808.0,10.0,16.0
13894,1808.0,10.0,17.0
13895,1808.0,10.0,18.0
13896,1808.0,10.0,19.0
13897,1808.0,10.0,20.0
13898,1808.0,10.0,21.0
13899,1808.0,10.0,22.0
13900,1808.0,10.0,23.0
13901,1808.0,10.0,24.0
13902,1808.0,10.0,25.0
13903,1808.0,10.0,26.0
13904,1808.0,10.0,27.0
13905,1808.0,10.0,28.0
13906,1808.0,10.0,29.0
13907,1808.0,10.0,30.0
13908,1808.0,10.0,31.0
13909,1808.0,11.0,1.0
13910,1808.0,11.0,2.0
13911,1808.0,11.0,3.0
13912,1808.0,11.0,4.0
13913,1808.0,11.0,5.0
13914,1808.0,11.0,6.0
13915,1808.0,11.0,7.0
13916,1808.0,11.0,8.0
13917,1808.0,11.0,9.0
13918,1808.0,11.0,10.0
13919,1808.0,11.0,11.0
13920,1808.0,11.0,12.0
13921,1808.0,11.0,13.0
13922,1808.0,11.0,14.0
13923,1808.0,11.0,15.0
13924,1808.0,11.0,16.0
13925,1808.0,11.0,17.0
13926,1808.0,11.0,18.0
13927,1808.0,11.0,19.0
13928,1808.0,11.0,20.0
13929,1808.0,11.0,21.0
13930,1808.0,11.0,22.0
13931,1808.0,11.0,23.0
13932,1808.0,11.0,24.0
13933,1808.0,11.0,25.0
13934,1808.0,11.0,26.0
13935,1808.0,11.0,27.0
13936,1808.0,11.0,28.0
13937,1808.0,11.0,29.0
13938,1808.0,11.0,30.0
13939,1808.0,12.0,1.0
13940,1808.0,12.0,2.0
13941,1808.0,12.0,3.0
13942,1808.0,12.0,4.0
13943,1808.0,12.0,5.0
13944,1808.0,12.0,6.0
13945,1808.0,12.0,7.0
13946,1808.0,12.0,8.0
13947,1808.0,12.0,9.0
13948,1808.0,12.0,10.0
13949,1808.0,12.0,11.0
13950,1808.0,12.0,12.0
13951,1808.0,12.0,13.0
13952,1808.0,12.0,14.0
13953,1808.0,12.0,15.0
13954,1808.0,12.0,16.0
13955,1808.0,12.0,17.0
13956,1808.0,12.0,18.0
13957,1808.0,12.0,19.0
13958,1808.0,12.0,20.0
13959,1808.0,12.0,21.0
13960,1808.0,12.0,22.0
13961,1808.0,12.0,23.0
13962,1808.0,12.0,24.0
13963,1808.0,12.0,25.0
13964,1808.0,12.0,26.0
13965,1808.0,12.0,27.0
13966,1808.0,12.0,28.0
13967,1808.0,12.0,29.0
13968,1808.0,12.0,30.0
13969,1808.0,12.0,31.0
13970,1809.0,1.0,1.0
13971,1809.0,1.0,2.0
13972,1809.0,1.0,3.0
13973,1809.0,1.0,4.0
13974,1809.0,1.0,5.0
13975,1809.0,1.0,6.0
13976,1809.0,1.0,7.0
13977,1809.0,1.0,8.0
13978,1809.0,1.0,9.0
13979,1809.0,1.0,10.0
13980,1809.0,1.0,11.0
13981,1809.0,1.0,12.0
13982,1809.0,1.0,13.0
13983,1809.0,1.0,14.0
13984,1809.0,1.0,15.0
13985,1809.0,1.0,16.0
13986,1809.0,1.0,17.0
13987,1809.0,1.0,18.0
13988,1809.0,1.0,19.0
13989,1809.0,1.0,20.0
13990,1809.0,1.0,21.0
13991,1809.0,1.0,22.0
13992,1809.0,1.0,23.0
13993,1809.0,1.0,24.0
13994,1809.0,1.0,25.0
13995,1809.0,1.0,26.0
13996,1809.0,1.0,27.0
13997,1809.0,1.0,28.0
13998,1809.0,1.0,29.0
13999,1809.0,1.0,30.0
14000,1809.0,1.0,31.0
14001,1809.0,2.0,1.0
14002,1809.0,2.0,2.0
14003,1809.0,2.0,3.0
14004,1809.0,2.0,4.0
14005,1809.0,2.0,5.0
14006,1809.0,2.0,6.0
14007,1809.0,2.0,7.0
14008,1809.0,2.0,8.0
14009,1809.0,2.0,9.0
14010,1809.0,2.0,10.0
14011,1809.0,2.0,11.0
14012,1809.0,2.0,12.0
14013,1809.0,2.0,13.0
14014,1809.0,2.0,14.0
14015,1809.0,2.0,15.0
14016,1809.0,2.0,16.0
14017,1809.0,2.0,17.0
14018,1809.0,2.0,18.0
14019,1809.0,2.0,19.0
14020,1809.0,2.0,20.0
14021,1809.0,2.0,21.0
14022,1809.0,2.0,22.0
14023,1809.0,2.0,23.0
14024,1809.0,2.0,24.0
14025,1809.0,2.0,25.0
14026,1809.0,2.0,26.0
14027,1809.0,2.0,27.0
14028,1809.0,2.0,28.0
14029,1809.0,3.0,1.0
14030,1809.0,3.0,2.0
14031,1809.0,3.0,3.0
14032,1809.0,3.0,4.0
14033,1809.0,3.0,5.0
14034,1809.0,3.0,6.0
14035,1809.0,3.0,7.0
14036,1809.0,3.0,8.0
14037,1809.0,3.0,9.0
14038,1809.0,3.0,10.0
14039,1809.0,3.0,11.0
14040,1809.0,3.0,12.0
14041,1809.0,3.0,13.0
14042,1809.0,3.0,14.0
14043,1809.0,3.0,15.0
14044,1809.0,3.0,16.0
14045,1809.0,3.0,17.0
14046,1809.0,3.0,18.0
14047,1809.0,3.0,19.0
14048,1809.0,3.0,20.0
14049,1809.0,3.0,21.0
14050,1809.0,3.0,22.0
14051,1809.0,3.0,23.0
14052,1809.0,3.0,24.0
14053,1809.0,3.0,25.0
14054,1809.0,3.0,26.0
14055,1809.0,3.0,27.0
14056,1809.0,3.0,28.0
14057,1809.0,3.0,29.0
14058,1809.0,3.0,30.0
14059,1809.0,3.0,31.0
14060,1809.0,4.0,1.0
14061,1809.0,4.0,2.0
14062,1809.0,4.0,3.0
14063,1809.0,4.0,4.0
14064,1809.0,4.0,5.0
14065,1809.0,4.0,6.0
14066,1809.0,4.0,7.0
14067,1809.0,4.0,8.0
14068,1809.0,4.0,9.0
14069,1809.0,4.0,10.0
14070,1809.0,4.0,11.0
14071,1809.0,4.0,12.0
14072,1809.0,4.0,13.0
14073,1809.0,4.0,14.0
14074,1809.0,4.0,15.0
14075,1809.0,4.0,16.0
14076,1809.0,4.0,17.0
14077,1809.0,4.0,18.0
14078,1809.0,4.0,19.0
14079,1809.0,4.0,20.0
14080,1809.0,4.0,21.0
14081,1809.0,4.0,22.0
14082,1809.0,4.0,23.0
14083,1809.0,4.0,24.0
14084,1809.0,4.0,25.0
14085,1809.0,4.0,26.0
14086,1809.0,4.0,27.0
14087,1809.0,4.0,28.0
14088,1809.0,4.0,29.0
14089,1809.0,4.0,30.0
14090,1809.0,5.0,1.0
14091,1809.0,5.0,2.0
14092,1809.0,5.0,3.0
14093,1809.0,5.0,4.0
14094,1809.0,5.0,5.0
14095,1809.0,5.0,6.0
14096,1809.0,5.0,7.0
14097,1809.0,5.0,8.0
14098,1809.0,5.0,9.0
14099,1809.0,5.0,10.0
14100,1809.0,5.0,11.0
14101,1809.0,5.0,12.0
14102,1809.0,5.0,13.0
14103,1809.0,5.0,14.0
14104,1809.0,5.0,15.0
14105,1809.0,5.0,16.0
14106,1809.0,5.0,17.0
14107,1809.0,5.0,18.0
14108,1809.0,5.0,19.0
14109,1809.0,5.0,20.0
14110,1809.0,5.0,21.0
14111,1809.0,5.0,22.0
14112,1809.0,5.0,23.0
14113,1809.0,5.0,24.0
14114,1809.0,5.0,25.0
14115,1809.0,5.0,26.0
14116,1809.0,5.0,27.0
14117,1809.0,5.0,28.0
14118,1809.0,5.0,29.0
14119,1809.0,5.0,30.0
14120,1809.0,5.0,31.0
14121,1809.0,6.0,1.0
14122,1809.0,6.0,2.0
14123,1809.0,6.0,3.0
14124,1809.0,6.0,4.0
14125,1809.0,6.0,5.0
14126,1809.0,6.0,6.0
14127,1809.0,6.0,7.0
14128,1809.0,6.0,8.0
14129,1809.0,6.0,9.0
14130,1809.0,6.0,10.0
14131,1809.0,6.0,11.0
14132,1809.0,6.0,12.0
14133,1809.0,6.0,13.0
14134,1809.0,6.0,14.0
14135,1809.0,6.0,15.0
14136,1809.0,6.0,16.0
14137,1809.0,6.0,17.0
14138,1809.0,6.0,18.0
14139,1809.0,6.0,19.0
14140,1809.0,6.0,20.0
14141,1809.0,6.0,21.0
14142,1809.0,6.0,22.0
14143,1809.0,6.0,23.0
14144,1809.0,6.0,24.0
14145,1809.0,6.0,25.0
14146,1809.0,6.0,26.0
14147,1809.0,6.0,27.0
14148,1809.0,6.0,28.0
14149,1809.0,6.0,29.0
14150,1809.0,6.0,30.0
14151,1809.0,7.0,1.0
14152,1809.0,7.0,2.0
14153,1809.0,7.0,3.0
14154,1809.0,7.0,4.0
14155,1809.0,7.0,5.0
14156,1809.0,7.0,6.0
14157,1809.0,7.0,7.0
14158,1809.0,7.0,8.0
14159,1809.0,7.0,9.0
14160,1809.0,7.0,10.0
14161,1809.0,7.0,11.0
14162,1809.0,7.0,12.0
14163,1809.0,7.0,13.0
14164,1809.0,7.0,14.0
14165,1809.0,7.0,15.0
14166,1809.0,7.0,16.0
14167,1809.0,7.0,17.0
14168,1809.0,7.0,18.0
14169,1809.0,7.0,19.0
14170,1809.0,7.0,20.0
14171,1809.0,7.0,21.0
14172,1809.0,7.0,22.0
14173,1809.0,7.0,23.0
14174,1809.0,7.0,24.0
14175,1809.0,7.0,25.0
14176,1809.0,7.0,26.0
14177,1809.0,7.0,27.0
14178,1809.0,7.0,28.0
14179,1809.0,7.0,29.0
14180,1809.0,7.0,30.0
14181,1809.0,7.0,31.0
14182,1809.0,8.0,1.0
14183,1809.0,8.0,2.0
14184,1809.0,8.0,3.0
14185,1809.0,8.0,4.0
14186,1809.0,8.0,5.0
14187,1809.0,8.0,6.0
14188,1809.0,8.0,7.0
14189,1809.0,8.0,8.0
14190,1809.0,8.0,9.0
14191,1809.0,8.0,10.0
14192,1809.0,8.0,11.0
14193,1809.0,8.0,12.0
14194,1809.0,8.0,13.0
14195,1809.0,8.0,14.0
14196,1809.0,8.0,15.0
14197,1809.0,8.0,16.0
14198,1809.0,8.0,17.0
14199,1809.0,8.0,18.0
14200,1809.0,8.0,19.0
14201,1809.0,8.0,20.0
14202,1809.0,8.0,21.0
14203,1809.0,8.0,22.0
14204,1809.0,8.0,23.0
14205,1809.0,8.0,24.0
14206,1809.0,8.0,25.0
14207,1809.0,8.0,26.0
14208,1809.0,8.0,27.0
14209,1809.0,8.0,28.0
14210,1809.0,8.0,29.0
14211,1809.0,8.0,30.0
14212,1809.0,8.0,31.0
14213,1809.0,9.0,1.0
14214,1809.0,9.0,2.0
14215,1809.0,9.0,3.0
14216,1809.0,9.0,4.0
14217,1809.0,9.0,5.0
14218,1809.0,9.0,6.0
14219,1809.0,9.0,7.0
14220,1809.0,9.0,8.0
14221,1809.0,9.0,9.0
14222,1809.0,9.0,10.0
14223,1809.0,9.0,11.0
14224,1809.0,9.0,12.0
14225,1809.0,9.0,13.0
14226,1809.0,9.0,14.0
14227,1809.0,9.0,15.0
14228,1809.0,9.0,16.0
14229,1809.0,9.0,17.0
14230,1809.0,9.0,18.0
14231,1809.0,9.0,19.0
14232,1809.0,9.0,20.0
14233,1809.0,9.0,21.0
14234,1809.0,9.0,22.0
14235,1809.0,9.0,23.0
14236,1809.0,9.0,24.0
14237,1809.0,9.0,25.0
14238,1809.0,9.0,26.0
14239,1809.0,9.0,27.0
14240,1809.0,9.0,28.0
14241,1809.0,9.0,29.0
14242,1809.0,9.0,30.0
14243,1809.0,10.0,1.0
14244,1809.0,10.0,2.0
14245,1809.0,10.0,3.0
14246,1809.0,10.0,4.0
14247,1809.0,10.0,5.0
14248,1809.0,10.0,6.0
14249,1809.0,10.0,7.0
14250,1809.0,10.0,8.0
14251,1809.0,10.0,9.0
14252,1809.0,10.0,10.0
14253,1809.0,10.0,11.0
14254,1809.0,10.0,12.0
14255,1809.0,10.0,13.0
14256,1809.0,10.0,14.0
14257,1809.0,10.0,15.0
14258,1809.0,10.0,16.0
14259,1809.0,10.0,17.0
14260,1809.0,10.0,18.0
14261,1809.0,10.0,19.0
14262,1809.0,10.0,20.0
14263,1809.0,10.0,21.0
14264,1809.0,10.0,22.0
14265,1809.0,10.0,23.0
14266,1809.0,10.0,24.0
14267,1809.0,10.0,25.0
14268,1809.0,10.0,26.0
14269,1809.0,10.0,27.0
14270,1809.0,10.0,28.0
14271,1809.0,10.0,29.0
14272,1809.0,10.0,30.0
14273,1809.0,10.0,31.0
14274,1809.0,11.0,1.0
14275,1809.0,11.0,2.0
14276,1809.0,11.0,3.0
14277,1809.0,11.0,4.0
14278,1809.0,11.0,5.0
14279,1809.0,11.0,6.0
14280,1809.0,11.0,7.0
14281,1809.0,11.0,8.0
14282,1809.0,11.0,9.0
14283,1809.0,11.0,10.0
14284,1809.0,11.0,11.0
14285,1809.0,11.0,12.0
14286,1809.0,11.0,13.0
14287,1809.0,11.0,14.0
14288,1809.0,11.0,15.0
14289,1809.0,11.0,16.0
14290,1809.0,11.0,17.0
14291,1809.0,11.0,18.0
14292,1809.0,11.0,19.0
14293,1809.0,11.0,20.0
14294,1809.0,11.0,21.0
14295,1809.0,11.0,22.0
14296,1809.0,11.0,23.0
14297,1809.0,11.0,24.0
14298,1809.0,11.0,25.0
14299,1809.0,11.0,26.0
14300,1809.0,11.0,27.0
14301,1809.0,11.0,28.0
14302,1809.0,11.0,29.0
14303,1809.0,11.0,30.0
14304,1809.0,12.0,1.0
14305,1809.0,12.0,2.0
14306,1809.0,12.0,3.0
14307,1809.0,12.0,4.0
14308,1809.0,12.0,5.0
14309,1809.0,12.0,6.0
14310,1809.0,12.0,7.0
14311,1809.0,12.0,8.0
14312,1809.0,12.0,9.0
14313,1809.0,12.0,10.0
14314,1809.0,12.0,11.0
14315,1809.0,12.0,12.0
14316,1809.0,12.0,13.0
14317,1809.0,12.0,14.0
14318,1809.0,12.0,15.0
14319,1809.0,12.0,16.0
14320,1809.0,12.0,17.0
14321,1809.0,12.0,18.0
14322,1809.0,12.0,19.0
14323,1809.0,12.0,20.0
14324,1809.0,12.0,21.0
14325,1809.0,12.0,22.0
14326,1809.0,12.0,23.0
14327,1809.0,12.0,24.0
14328,1809.0,12.0,25.0
14329,1809.0,12.0,26.0
14330,1809.0,12.0,27.0
14331,1809.0,12.0,28.0
14332,1809.0,12.0,29.0
14333,1809.0,12.0,30.0
14334,1809.0,12.0,31.0
14335,1810.0,1.0,1.0
14336,1810.0,1.0,2.0
14337,1810.0,1.0,3.0
14338,1810.0,1.0,4.0
14339,1810.0,1.0,5.0
14340,1810.0,1.0,6.0
14341,1810.0,1.0,7.0
14342,1810.0,1.0,8.0
14343,1810.0,1.0,9.0
14344,1810.0,1.0,10.0
14345,1810.0,1.0,11.0
14346,1810.0,1.0,12.0
14347,1810.0,1.0,13.0
14348,1810.0,1.0,14.0
14349,1810.0,1.0,15.0
14350,1810.0,1.0,16.0
14351,1810.0,1.0,17.0
14352,1810.0,1.0,18.0
14353,1810.0,1.0,19.0
14354,1810.0,1.0,20.0
14355,1810.0,1.0,21.0
14356,1810.0,1.0,22.0
14357,1810.0,1.0,23.0
14358,1810.0,1.0,24.0
14359,1810.0,1.0,25.0
14360,1810.0,1.0,26.0
14361,1810.0,1.0,27.0
14362,1810.0,1.0,28.0
14363,1810.0,1.0,29.0
14364,1810.0,1.0,30.0
14365,1810.0,1.0,31.0
14366,1810.0,2.0,1.0
14367,1810.0,2.0,2.0
14368,1810.0,2.0,3.0
14369,1810.0,2.0,4.0
14370,1810.0,2.0,5.0
14371,1810.0,2.0,6.0
14372,1810.0,2.0,7.0
14373,1810.0,2.0,8.0
14374,1810.0,2.0,9.0
14375,1810.0,2.0,10.0
14376,1810.0,2.0,11.0
14377,1810.0,2.0,12.0
14378,1810.0,2.0,13.0
14379,1810.0,2.0,14.0
14380,1810.0,2.0,15.0
14381,1810.0,2.0,16.0
14382,1810.0,2.0,17.0
14383,1810.0,2.0,18.0
14384,1810.0,2.0,19.0
14385,1810.0,2.0,20.0
14386,1810.0,2.0,21.0
14387,1810.0,2.0,22.0
14388,1810.0,2.0,23.0
14389,1810.0,2.0,24.0
14390,1810.0,2.0,25.0
14391,1810.0,2.0,26.0
14392,1810.0,2.0,27.0
14393,1810.0,2.0,28.0
14394,1810.0,3.0,1.0
14395,1810.0,3.0,2.0
14396,1810.0,3.0,3.0
14397,1810.0,3.0,4.0
14398,1810.0,3.0,5.0
14399,1810.0,3.0,6.0
14400,1810.0,3.0,7.0
14401,1810.0,3.0,8.0
14402,1810.0,3.0,9.0
14403,1810.0,3.0,10.0
14404,1810.0,3.0,11.0
14405,1810.0,3.0,12.0
14406,1810.0,3.0,13.0
14407,1810.0,3.0,14.0
14408,1810.0,3.0,15.0
14409,1810.0,3.0,16.0
14410,1810.0,3.0,17.0
14411,1810.0,3.0,18.0
14412,1810.0,3.0,19.0
14413,1810.0,3.0,20.0
14414,1810.0,3.0,21.0
14415,1810.0,3.0,22.0
14416,1810.0,3.0,23.0
14417,1810.0,3.0,24.0
14418,1810.0,3.0,25.0
14419,1810.0,3.0,26.0
14420,1810.0,3.0,27.0
14421,1810.0,3.0,28.0
14422,1810.0,3.0,29.0
14423,1810.0,3.0,30.0
14424,1810.0,3.0,31.0
14425,1810.0,4.0,1.0
14426,1810.0,4.0,2.0
14427,1810.0,4.0,3.0
14428,1810.0,4.0,4.0
14429,1810.0,4.0,5.0
14430,1810.0,4.0,6.0
14431,1810.0,4.0,7.0
14432,1810.0,4.0,8.0
14433,1810.0,4.0,9.0
14434,1810.0,4.0,10.0
14435,1810.0,4.0,11.0
14436,1810.0,4.0,12.0
14437,1810.0,4.0,13.0
14438,1810.0,4.0,14.0
14439,1810.0,4.0,15.0
14440,1810.0,4.0,16.0
14441,1810.0,4.0,17.0
14442,1810.0,4.0,18.0
14443,1810.0,4.0,19.0
14444,1810.0,4.0,20.0
14445,1810.0,4.0,21.0
14446,1810.0,4.0,22.0
14447,1810.0,4.0,23.0
14448,1810.0,4.0,24.0
14449,1810.0,4.0,25.0
14450,1810.0,4.0,26.0
14451,1810.0,4.0,27.0
14452,1810.0,4.0,28.0
14453,1810.0,4.0,29.0
14454,1810.0,4.0,30.0
14455,1810.0,5.0,1.0
14456,1810.0,5.0,2.0
14457,1810.0,5.0,3.0
14458,1810.0,5.0,4.0
14459,1810.0,5.0,5.0
14460,1810.0,5.0,6.0
14461,1810.0,5.0,7.0
14462,1810.0,5.0,8.0
14463,1810.0,5.0,9.0
14464,1810.0,5.0,10.0
14465,1810.0,5.0,11.0
14466,1810.0,5.0,12.0
14467,1810.0,5.0,13.0
14468,1810.0,5.0,14.0
14469,1810.0,5.0,15.0
14470,1810.0,5.0,16.0
14471,1810.0,5.0,17.0
14472,1810.0,5.0,18.0
14473,1810.0,5.0,19.0
14474,1810.0,5.0,20.0
14475,1810.0,5.0,21.0
14476,1810.0,5.0,22.0
14477,1810.0,5.0,23.0
14478,1810.0,5.0,24.0
14479,1810.0,5.0,25.0
14480,1810.0,5.0,26.0
14481,1810.0,5.0,27.0
14482,1810.0,5.0,28.0
14483,1810.0,5.0,29.0
14484,1810.0,5.0,30.0
14485,1810.0,5.0,31.0
14486,1810.0,6.0,1.0
14487,1810.0,6.0,2.0
14488,1810.0,6.0,3.0
14489,1810.0,6.0,4.0
14490,1810.0,6.0,5.0
14491,1810.0,6.0,6.0
14492,1810.0,6.0,7.0
14493,1810.0,6.0,8.0
14494,1810.0,6.0,9.0
14495,1810.0,6.0,10.0
14496,1810.0,6.0,11.0
14497,1810.0,6.0,12.0
14498,1810.0,6.0,13.0
14499,1810.0,6.0,14.0
14500,1810.0,6.0,15.0
14501,1810.0,6.0,16.0
14502,1810.0,6.0,17.0
14503,1810.0,6.0,18.0
14504,1810.0,6.0,19.0
14505,1810.0,6.0,20.0
14506,1810.0,6.0,21.0
14507,1810.0,6.0,22.0
14508,1810.0,6.0,23.0
14509,1810.0,6.0,24.0
14510,1810.0,6.0,25.0
14511,1810.0,6.0,26.0
14512,1810.0,6.0,27.0
14513,1810.0,6.0,28.0
14514,1810.0,6.0,29.0
14515,1810.0,6.0,30.0
14516,1810.0,7.0,1.0
14517,1810.0,7.0,2.0
14518,1810.0,7.0,3.0
14519,1810.0,7.0,4.0
14520,1810.0,7.0,5.0
14521,1810.0,7.0,6.0
14522,1810.0,7.0,7.0
14523,1810.0,7.0,8.0
14524,1810.0,7.0,9.0
14525,1810.0,7.0,10.0
14526,1810.0,7.0,11.0
14527,1810.0,7.0,12.0
14528,1810.0,7.0,13.0
14529,1810.0,7.0,14.0
14530,1810.0,7.0,15.0
14531,1810.0,7.0,16.0
14532,1810.0,7.0,17.0
14533,1810.0,7.0,18.0
14534,1810.0,7.0,19.0
14535,1810.0,7.0,20.0
14536,1810.0,7.0,21.0
14537,1810.0,7.0,22.0
14538,1810.0,7.0,23.0
14539,1810.0,7.0,24.0
14540,1810.0,7.0,25.0
14541,1810.0,7.0,26.0
14542,1810.0,7.0,27.0
14543,1810.0,7.0,28.0
14544,1810.0,7.0,29.0
14545,1810.0,7.0,30.0
14546,1810.0,7.0,31.0
14547,1810.0,8.0,1.0
14548,1810.0,8.0,2.0
14549,1810.0,8.0,3.0
14550,1810.0,8.0,4.0
14551,1810.0,8.0,5.0
14552,1810.0,8.0,6.0
14553,1810.0,8.0,7.0
14554,1810.0,8.0,8.0
14555,1810.0,8.0,9.0
14556,1810.0,8.0,10.0
14557,1810.0,8.0,11.0
14558,1810.0,8.0,12.0
14559,1810.0,8.0,13.0
14560,1810.0,8.0,14.0
14561,1810.0,8.0,15.0
14562,1810.0,8.0,16.0
14563,1810.0,8.0,17.0
14564,1810.0,8.0,18.0
14565,1810.0,8.0,19.0
14566,1810.0,8.0,20.0
14567,1810.0,8.0,21.0
14568,1810.0,8.0,22.0
14569,1810.0,8.0,23.0
14570,1810.0,8.0,24.0
14571,1810.0,8.0,25.0
14572,1810.0,8.0,26.0
14573,1810.0,8.0,27.0
14574,1810.0,8.0,28.0
14575,1810.0,8.0,29.0
14576,1810.0,8.0,30.0
14577,1810.0,8.0,31.0
14578,1810.0,9.0,1.0
14579,1810.0,9.0,2.0
14580,1810.0,9.0,3.0
14581,1810.0,9.0,4.0
14582,1810.0,9.0,5.0
14583,1810.0,9.0,6.0
14584,1810.0,9.0,7.0
14585,1810.0,9.0,8.0
14586,1810.0,9.0,9.0
14587,1810.0,9.0,10.0
14588,1810.0,9.0,11.0
14589,1810.0,9.0,12.0
14590,1810.0,9.0,13.0
14591,1810.0,9.0,14.0
14592,1810.0,9.0,15.0
14593,1810.0,9.0,16.0
14594,1810.0,9.0,17.0
14595,1810.0,9.0,18.0
14596,1810.0,9.0,19.0
14597,1810.0,9.0,20.0
14598,1810.0,9.0,21.0
14599,1810.0,9.0,22.0
14600,1810.0,9.0,23.0
14601,1810.0,9.0,24.0
14602,1810.0,9.0,25.0
14603,1810.0,9.0,26.0
14604,1810.0,9.0,27.0
14605,1810.0,9.0,28.0
14606,1810.0,9.0,29.0
14607,1810.0,9.0,30.0
14608,1810.0,10.0,1.0
14609,1810.0,10.0,2.0
14610,1810.0,10.0,3.0
14611,1810.0,10.0,4.0
14612,1810.0,10.0,5.0
14613,1810.0,10.0,6.0
14614,1810.0,10.0,7.0
14615,1810.0,10.0,8.0
14616,1810.0,10.0,9.0
14617,1810.0,10.0,10.0
14618,1810.0,10.0,11.0
14619,1810.0,10.0,12.0
14620,1810.0,10.0,13.0
14621,1810.0,10.0,14.0
14622,1810.0,10.0,15.0
14623,1810.0,10.0,16.0
14624,1810.0,10.0,17.0
14625,1810.0,10.0,18.0
14626,1810.0,10.0,19.0
14627,1810.0,10.0,20.0
14628,1810.0,10.0,21.0
14629,1810.0,10.0,22.0
14630,1810.0,10.0,23.0
14631,1810.0,10.0,24.0
14632,1810.0,10.0,25.0
14633,1810.0,10.0,26.0
14634,1810.0,10.0,27.0
14635,1810.0,10.0,28.0
14636,1810.0,10.0,29.0
14637,1810.0,10.0,30.0
14638,1810.0,10.0,31.0
14639,1810.0,11.0,1.0
14640,1810.0,11.0,2.0
14641,1810.0,11.0,3.0
14642,1810.0,11.0,4.0
14643,1810.0,11.0,5.0
14644,1810.0,11.0,6.0
14645,1810.0,11.0,7.0
14646,1810.0,11.0,8.0
14647,1810.0,11.0,9.0
14648,1810.0,11.0,10.0
14649,1810.0,11.0,11.0
14650,1810.0,11.0,12.0
14651,1810.0,11.0,13.0
14652,1810.0,11.0,14.0
14653,1810.0,11.0,15.0
14654,1810.0,11.0,16.0
14655,1810.0,11.0,17.0
14656,1810.0,11.0,18.0
14657,1810.0,11.0,19.0
14658,1810.0,11.0,20.0
14659,1810.0,11.0,21.0
14660,1810.0,11.0,22.0
14661,1810.0,11.0,23.0
14662,1810.0,11.0,24.0
14663,1810.0,11.0,25.0
14664,1810.0,11.0,26.0
14665,1810.0,11.0,27.0
14666,1810.0,11.0,28.0
14667,1810.0,11.0,29.0
14668,1810.0,11.0,30.0
14669,1810.0,12.0,1.0
14670,1810.0,12.0,2.0
14671,1810.0,12.0,3.0
14672,1810.0,12.0,4.0
14673,1810.0,12.0,5.0
14674,1810.0,12.0,6.0
14675,1810.0,12.0,7.0
14676,1810.0,12.0,8.0
14677,1810.0,12.0,9.0
14678,1810.0,12.0,10.0
14679,1810.0,12.0,11.0
14680,1810.0,12.0,12.0
14681,1810.0,12.0,13.0
14682,1810.0,12.0,14.0
14683,1810.0,12.0,15.0
14684,1810.0,12.0,16.0
14685,1810.0,12.0,17.0
14686,1810.0,12.0,18.0
14687,1810.0,12.0,19.0
14688,1810.0,12.0,20.0
14689,1810.0,12.0,21.0
14690,1810.0,12.0,22.0
14691,1810.0,12.0,23.0
14692,1810.0,12.0,24.0
14693,1810.0,12.0,25.0
14694,1810.0,12.0,26.0
14695,1810.0,12.0,27.0
14696,1810.0,12.0,28.0
14697,1810.0,12.0,29.0
14698,1810.0,12.0,30.0
14699,1810.0,12.0,31.0
14700,1811.0,1.0,1.0
14701,1811.0,1.0,2.0
14702,1811.0,1.0,3.0
14703,1811.0,1.0,4.0
14704,1811.0,1.0,5.0
14705,1811.0,1.0,6.0
14706,1811.0,1.0,7.0
14707,1811.0,1.0,8.0
14708,1811.0,1.0,9.0
14709,1811.0,1.0,10.0
14710,1811.0,1.0,11.0
14711,1811.0,1.0,12.0
14712,1811.0,1.0,13.0
14713,1811.0,1.0,14.0
14714,1811.0,1.0,15.0
14715,1811.0,1.0,16.0
14716,1811.0,1.0,17.0
14717,1811.0,1.0,18.0
14718,1811.0,1.0,19.0
14719,1811.0,1.0,20.0
14720,1811.0,1.0,21.0
14721,1811.0,1.0,22.0
14722,1811.0,1.0,23.0
14723,1811.0,1.0,24.0
14724,1811.0,1.0,25.0
14725,1811.0,1.0,26.0
14726,1811.0,1.0,27.0
